Penal_ABUSO  SEXUAL INFANTIL AGRAVADO,102
"Mercantil_CONTRATOS (COMPRAVENTA, ARRENDAMIENTO, SEGURO)",99
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO,95
Civil_ACCIÓN DE RESPONSABILIDAD CIVIL OBJETIVA,92
Civil_DIVORCIO INCAUSADO,88
Penal_ABUSO  SEXUAL INFANTIL,86
Penal_VIOLACION,84
Civil_PLENARIA DE POSESION,79
Civil_NULIDAD ABSOLUTA ,75
Penal_TENTATIVA DE PARRICIDIO ,73
Penal_DAÑO EN LAS COSAS A TITULO DE CULPA,72
Penal_VIOLENCIA INTRAFAMILIAR,72
Civil_ACCIÓN DE DIVISIÓN DE COSA COMÚN,72
Penal_SECUESTRO,71
Civil_REAL HIPOTECARIA ,70
Penal_ABANDONO DE FAMILIARES,68
"Civil_PAGO, DAÑOS Y PERJUICIOS",66
Civil_RECONOCIMIENTO DE PATERNIDAD,65
Penal_HOMICIDIO CULPOSO,61
Civil_ACCIÓN DE NULIDAD DE ACTA,60
Civil_ACCIÓN DE PRESCRIPCIÓN POSITIVA,58
Penal_ROBO EQUIPARADO,57
Penal_TENTATIVA DE ROBO CALIFICADO,57
Civil_ACCIÓN DE CUSTODIA Y ALIMENTOS,56
Mercantil_ACCIÓN DE NULIDAD,56
Mercantil_ACCIÓN CAMBIARIA DIRECTA_COBRO TÍTULO DE CRÉDITO,54
Penal_SECUESTRO AGRAVADO,54
Civil_ACCIÓN DE PÉRDIDA DE PATRIA POTESTAD,54
Familiar_SUCESORIO_TESTAMENTARIO,53
Penal_DESPOJO,50
Civil_INTERDICTO DE RECUPERAR LA POSESIÓN,50
Penal_HOMICIDIO SIMPLE INTENCIONAL,50
Penal_ABUSO SEXUAL INFANTIL AGRAVADO,49
Penal_LESIONES A TITULO DE CULPA,49
Familiar_MODIFICACIÓN DE ACTAS DEL ESTADO CIVIL,48
Civil_ACCIÓN DE NULIDAD DE CONTRATO DE COMPRAVENTA,46
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO DE ARRENDAMIENTO,44
Penal_HOMICIDIO CALIFICADO EN GRADO DE TENTATIVA,44
Civil_MEDIOS PREPARATORIOS A JUICIO,44
Penal_PARRICIDIO,43
Penal_DESPOJO DE INMUEBLES Y AGUAS,42
Civil_ACCIÓN DE TERMINACIÓN DE CONTRATO DE COMODATO,42
Civil_ACCIÓN DE FIJACIÓN DE VISITAS Y CONVIVENCIA,42
Penal_ADQUISICION ILEGITIMA DE BIENES MATERIA DE UN DELITO O UNA FRACCION PENAL,42
Civil_ACCIÓN DE PAGO_DE OBLIGACIONES PACTADAS EN CONTRATO,41
Penal_VIOLENCIA INTRAFAMILIAR Y LESIONES,40
Civil_ACCIÓN DE PAGO_OTRAS,40
Penal_LESIONES,38
Civil_PRESCRIPCION DE LA ACCION HIPOTECARIA,38
Penal_CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,36
Penal_HOMICIDIO A TITULO DE CULPA,35
Penal_ABUSO SEXUAL INFANTIL,34
Civil_INTERDICTO DE RETENER LA POSESIÓN,33
Penal_ROBO CALIFICADO EN GRADO DE TENTATIVA,33
Civil_ACCIÓN REIVINDICATORIA_OTRAS,33
Familiar_SUCESORIO,33
Penal_DAÑO EN LAS COSAS,32
Penal_TENTATIVA DE HOMICIDIO CALIFICADO,32
Civil_ACCIÓN DERIVADA DE LA COPROPIEDAD,32
Penal_FEMINICIDIO,32
Penal_ABUSO DE CONFIANZA,31
Familiar_ALIMENTOS,31
Familiar_MODIFICACIÓN DE ACTAS DEL ESTADO CIVIL_NULIDAD,30
Civil_TERCERIA EXCLUYENTE DE DOMINIO,30
Civil_ACCIÓN DIVORCIO POR MUTUO CONSENTIMIENTO,30
Civil_HIPOTECARIA,29
Penal_EXTORSION,28
Mercantil_ACCIÓN CAUSAL,28
Mercantil_ACCIÓN DE RESCISIÓN DE CONTRATO DE COMPRAVENTA,28
Civil_ACCIÓN PUBLICIANA,27
Penal_ROBO SIMPLE,27
Civil_ACCIÓN DE DAÑO MORAL,26
Civil_ACCIÓN DE SOLICITUD DE CUSTODIA,26
Familiar_TESTAMENTO,25
Civil_ACCIÓN RESCISIÓN DE CONTRATO,25
Penal_FRAUDE,25
Penal_ABUSO DE AUTORIDAD,25
Penal_HOMICIDIO CALIFICADO Y ROBO CALIFICADO,24
"Mercantil_CONTRATOS (COMPRAVENTA, ARRENDAMIENTO, SEGURO)_VENCIMIENTO ANTICIPADO",24
Civil_ACCIÓN DE RENDICIÓN DE CUENTAS,24
Penal_ABORTO,24
Penal_HOMICIDIO EN RIÑA,23
Penal_CONTRA LA SALUD,23
Civil_ACCIÓN DE NULIDAD DE JUICIO,23
Penal_VIOLACION EQUIPARADA,23
Penal_ROBO CALIFICADO Y OTRO,23
Civil_DILIGENCIAS DE APEO Y DESLINDE,22
Civil_JURISDICCION VOLUNTARIA DECLARACION DE CONCUBINATO,22
Penal_ROBO EQUIPARADO EN SU MODALIDAD DE DESMANTELAMIENTO,22
Penal_LESIONES DOLOSAS,22
Penal_HOMICIDIO,21
Civil_INFORMACIÓN TESTIMONIAL,21
Civil_ACCIÓN PROFORMA_OTRAS,20
Civil_ACCIÓN DE PAGO_PAGO DE PESOS,20
Familiar_DIVORCIO_INCAUSADO_ALIMENTOS,19
Civil_TESTAMENTARIA,19
Penal_COHECHO,18
Penal_ADMINISTRACION FRAUDULENTA,18
Penal_DESAPARICIÓN FORZADA DE PERSONAS,17
Penal_FALSEDAD EN DECLARACIONES Y EN INFORMES DADOS A UNA AUTORIDAD,17
Familiar_DIVORCIO_CONTENCIOSO_ALIMENTOS,17
Civil_ACCIÓN DE NULIDAD_OTRAS_OTRAS,17
Civil_DILIGENCIA INFORMACIÓN AD PERPETUAM,16
Penal_ROBO CALIFICADO Y OTROS,16
Familiar_ALIMENTOS_MENORES_PAGO,15
Civil_NULIDAD DE CONTRATO,15
Familiar_DIVORCIO_INCAUSADO,15
Mercantil_ACCIÓN DE PAGO DE DAÑOS Y PERJUICIOS,15
Mercantil_CUMPLIMIENTO DE FIDEICOMISO,14
Penal_HOMICIDIO CALIFICADO Y HOMICIDIO CALIFICADO EN GRADO DE TENTATIVA,14
Mercantil_ACCIÓN DE RECONOCIMIENTO DE PAGO,14
Familiar_SUCESORIO_INTESTAMENTARIO_OTRAS,13
Civil_REVOCACIÓN DE DONACIÓN,13
Civil_ACCIÓN DE NULIDAD_OTRAS,13
Penal_DAÑO EN LAS COSAS CULPOSO,13
Penal_HOMICIDIO CALIFICADO Y TENTATIVA DE HOMICIDIO CALIFICADO,13
Penal_LESIONES CULPOSAS,13
Civil_ACCIÓN INTERDICTAL,12
Penal_TENTATIVA DE HOMICIDIO,12
Mercantil_ACCIÓN DE RENDICIÓN DE CUENTAS,12
Penal_FRAUDE PROCESAL,12
Penal_HOMICIDIO CALIFICADO Y OTRO,12
Penal_ROBO EQUIPARADO EN SU MODALIDAD DE UTILIZACION,12
Penal_CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO CON FINES DE COMERCIO,12
Penal_ABUSO SEXUAL INFANTIL Y CORRUPCION DE MENORES,12
Civil_ACCIÓN DE TERMINACIÓN DE CONTRATO DE COMPRAVENTA,12
Civil_DESCONOCIMIENTO DE PATERNIDAD,12
Mercantil_NULIDAD DE ASAMBLEA ,11
Familiar_VISITAS Y CONVIVENCIAS,11
Penal_SECUESTRO Y DELINCUENCIA ORGANIZADA,11
Penal_HOMICIDIO Y DAÑO EN LAS COSAS A TITULO DE CULPA,11
Penal_LESIONES Y DAÑO EN LAS COSAS A TITULO DE CULPA,11
Civil_ACCIÓN INDEMNIZATORIA,11
Penal_HOMICIDIO CALIFICADO Y OTROS DELITOS,11
Penal_AMENAZAS,10
"Mercantil_DERIVADAS DE TESTIMONIOS PÚBLICOS, TESTIMONIOS Y COPIAS CERTIFICADAS EXPEDIDAS POR FEDATARIOS PÚBLICOS",10
Civil_ACCIÓN NEGATORIA,10
Penal_CONTRA LA SALUD Y NARCOMENUDEO,10
Mercantil_ACCIÓN DE PAGO_FACTURAS,10
Mercantil_MEDIOS PREPARATORIOS DE JUICIO,10
Civil_JACTANCIA ,10
Penal_VIOLENCIA INTRAFAMILIAR Y LESIONES DOLOSAS,10
Penal_TENTANTIVA DE ROBO CALIFICADO,10
Penal_FALSIFICACION DE DOCUMENTOS EN GENERAL,10
"Mercantil_CONTRATOS (COMPRAVENTA, ARRENDAMIENTO, SEGURO)_CUMPLIMIENTO",10
Penal_ABIGEATO CALIFICADO,10
Penal_LESIONES A TITULO DE CULPA Y DAÑO EN LAS COSAS A TITULO DE CULPA,10
Familiar_HOMOLOGACIÓN DE SENTENCIA,9
Civil_ACCIÓN CONFESORIA,9
Familiar_PATRIA POTESTAD,9
Civil_REGISTRO DE ESCRITURA,9
Penal_SECUESTRO Y OTROS,9
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO DE COMODATO,9
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_PRESTACIÓN DE SERVICIOS ,9
Penal_VIOLACION DE DEPOSITO Y FRAUDE ESPECIFICO,9
Familiar_PETICIÓN DE HERENCIA,9
Familiar_GUARDA Y CUSTODIA,9
Civil_NULIDAD Y REIVINDICATORIA,8
Penal_VIOLACIÓN DE DEPOSITO,8
Civil_ACCIÓN DE TERMINACIÓN DE CONTRATO,8
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_PRESTACIÓN DE SERVICIOS _OTROS,8
Penal_ROBO,8
Penal_HOMICIDIO CALIFICADO Y LESIONES CALIFICADAS,8
Penal_ROBO CALIFICADO Y HOMICIDIO CALIFICADO,8
Penal_CONFLICTO DE COMPETENCIA,8
Penal_DAÑOS EN LAS COSAS A TITULO DE CULPA,8
Penal_VIOLENCIA INTRAFAMILIAR EQUIPARADA,8
Penal_VIOLENCIA INTRAFAMILIAR Y AMENAZAS,8
Familiar_SUCESORIO_TESTAMENTARIO_OTRAS,8
Penal_NARCOMENUDEO,8
Penal_ROBO CALIFICADO Y LESIONES,8
Civil_ACCIÓN DE ENRIQUECIMIENTO ILEGÍTIMO,8
Familiar_CONTRADICCIÓN DE PATERNIDAD Y MATERNIDAD. (FILIACIÓN),8
Mercantil_ACCIÓN DE PAGO_COMISIONES,8
Penal_ABIGEATO,7
Familiar_DIVORCIO_INCAUSADO_GUARDA Y CUSTODIA,7
Familiar_PATRIA POTESTAD_PÉRDIDA,7
Familiar_ESTADO DE INTERDICCIÓN,7
Penal_ABUSO  SEXUAL INFANTIL AGRAVADO Y OTRO,7
Familiar_MATRIMONIO_ILEGITIMIDAD (NULIDAD),7
Familiar_SUCESORIO_INTESTAMENTARIO_PARTICIÓN Y ADJUDICACIÓN,7
Penal_VIOLENCIA FAMILIAR,7
Mercantil_CANCELACIÓN DE TÍTULO DE CRÉDITO,7
Penal_MALTRATO INFANTIL ,7
Penal_CORRUPCION DE MENORES,7
Familiar_GUARDA Y CUSTODIA_MENOR,7
"Penal_FALSIFICACION  Y USO INDEBIDO DE SELLOS, MARCAS, LLAVES Y TROQUELES",7
Penal_EXTORSION Y OTROS,7
Civil_ACCIÓN DE NULIDAD_NULIDAD DE ESCRITURA,7
Mercantil_EJECUCIÓN DE PRENDA,7
Familiar_CONTRADICCIÓN DE PATERNIDAD Y MATERNIDAD. (FILIACIÓN)_DESCONOCIMIENTO,7
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_OTROS_OTROS,7
Familiar_DIVORCIO_ALIMENTOS,7
Familiar_SUCESORIO_TESTAMENTARIO_PARTICIÓN Y ADJUDICACIÓN,6
Familiar_INFORMACIÓN TESTIMONIAL,6
Mercantil_INCUMPLIMIENTO DE FIDEICOMISO,6
Familiar_CONTRADICCIÓN DE PATERNIDAD Y MATERNIDAD. (FILIACIÓN)_RECONOCIMIENTO,6
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_OTROS,6
Familiar_MUTUO CONSENTIMIENTO,6
Penal_ROBO CALIFICADO Y CONTRA LA SALUD,6
Mercantil_EJECUCIÓN DE FIDEICOMISO,6
Civil_CUMPLIMIENTO DE CONTRATO DE PERMUTA,6
Penal_ABUSO SEXUAL INFANTIL Y OTRO,6
Civil_INTERDICTO DE OBRA PELIGROSA,6
Penal_HOSTIGAMIENTO SEXUAL,6
Penal_DAÑO EN LAS COSAS Y LESIONES AMBOS A TITULO DE CULPA,6
Penal_DAÑO EN LAS COSAS A TITULO DE CULPA Y LESIONES A TITULO DE CULPA,6
Penal_ATENTADOS AL PUDOR,6
Penal_HOMICIDIO CALIFICADO Y OTROS,6
Familiar_NULIDAD TESTAMENTO,6
Civil_HIPOTECARIA_VENCIMIENTO ANTICIPADO_PAGO,6
Civil_ACCIÓN CONFESORIA_RECONOCIMIENTO DE SERVIDUMBRE,6
Penal_HOMICIDIO EN GRADO DE TENTATIVA,5
Civil_ACCIÓN DE RESPONSABILIDAD CIVIL OBJETIVA_OTRA,5
Penal_HOMICIDIO CALIFICADO Y DAÑO EN LAS COSAS A TITULO DE CULPA,5
Penal_DESPOJO DE INMUEBLES Y OTROS,5
Penal_SECUESTRO EN SU MODALIDAD DE EXIGIR RESCATE,5
Penal_VIOLACION Y OTROS,5
Penal_USURPACION DE FUNCIONES PUBLICAS O DE PROFESION Y USO INDEBIDO DE UNIFORMES O INSIGNIAS,5
Penal_ROBO EQUIPARADO EN SU MODALIDAD DE UTILIZACION DE UN VEHICULO ROBADO A SABIENDAS DE SU PROCEDENCIA ILICITA,5
Penal_QUEJA PROCESAL,5
Penal_LESIONES Y DAÑO EN LAS COSAS,5
Penal_DELITOS COMETIDOS  CONTRA REPRESENTANTES DE LA AUTORIDAD,5
Mercantil_ACCION DE RESTITUCIÓN DE INMUEBLE,5
Penal_HOMICIDIO Y ROBO CALIFICADO,5
Penal_HOMICIDIO A TITULO DE CULPA GRAVE Y OTRO,5
Penal_SUSTRACCION DE MENORES,5
Penal_TENTATIVA DE HOMICIDIO CALIFICADO Y OTROS,5
Penal_DELINCUENCIA ORGANIZADA,5
Penal_HOMICIDIO A TITULO DE CULPA Y DAÑO EN LAS COSAS A TITULO DE CULPA ,5
Civil_ACCION DE PATERNIDAD Y DE CUSTODIA COMPARTIDA,5
Civil_ACCIÓN DE ADOPCIÓN,5
Penal_LESIONES EN RIÑA,5
Civil_ACCIÓN DE RESPONSABILIDAD CIVIL OBJETIVA_DAÑOS Y PERJUICIOS,5
Civil_HIPOTECARIA_VENCIMIENTO ANTICIPADO,5
"Penal_FALSIFICACION DE DOCUMENTOS EXPEDIDOS POR LOS PODERES DEL ESTADO, ORGANISMOS AUTONOMOS EN SU MODALID",4
Penal_VIOLENCIA INTRAFAMILIAR Y MALTRATO AL INFANTE,4
Penal_ABANDONO DE FAMILIARES Y OTRO,4
Penal_HOMICIDIO EN RIÑA  INESPERADA,4
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_COMPRAVENTA_OTROS,4
Civil_ACCIONES RELATIVAS AL ARRENDAMIENTO,4
Penal_LESIONES COMETIDAS A TITULO DE CULPA,4
Familiar_ALIMENTOS_PAGO,4
Familiar_DIVORCIO_CONTENCIOSO_LIQUIDACIÓN DE LA SOCIEDAD,4
Penal_VIOLACION EN GRADO DE TENTANTIVA,4
Civil_ACCIÓN RESCISIÓN DE CONTRATO_MUTUO,4
Penal_ABUSO DE AUTORIDAD Y OTRO,4
Penal_VIOLACION Y OTRO,4
Penal_VIOLACION Y ROBO CALIFICADO,4
Familiar_DIVORCIO_INCAUSADO_VISITAS Y CONVIVENCIA,4
Civil_ACCIÓN RESCISIÓN DE CONTRATO_OTROS_OTROS,4
Penal_VIOLACION Y VIOLENCIA INTRAFAMILIAR,4
Penal_LESIONES SIMPLES INTENCIONALES,4
Penal_TENTATIVA DE FEMINICIDIO,4
Civil_ACCIÓN DE RESPONSABILIDAD CIVIL SUBJETIVA,4
Penal_USURPACION DE FUNCIONES PUBLICAS O DE PROFESION,4
Penal_DISPARO DE ARMA DE FUEGO SOBRE PERSONA Y DELITOS COMETIDOS CONTRA REPRESENTANTES DE LA AUTORIDAD,4
Penal_VIOLENCIA INTRAFAMILIAR Y OTROS,4
Penal_ROBO EQUIPARADO EN SU  MODALIDAD DE USO,4
Penal_ALLANAMIENTO DE MORADA,4
Penal_PECULADO,4
Penal_LESIONES Y VIOLENCIA INTRAFAMILIAR ,4
Penal_LESIONES INTENCIONALES,4
Penal_VIOLENCIA INTRAFAMILIAR Y ABANDONO DE FAMILIARES,4
Penal_CONTRA LA SALUD Y OTRO,4
Penal_ROBO EQUIPARADO Y OTROS,4
Familiar_DIVORCIO_INCAUSADO_OTRAS,4
Penal_DESAPARICION COMETIDA POR PARTICULARES,4
Penal_QUEJA ,4
Penal_DESOBEDIENCIA O RESISTENCIA DE PARTICULARES Y OTRO,4
Penal_ROBO CALIFICADO Y PRIVACION ILEGAL DE LA LIBERTAD Y OTROS DERECHOS ,4
Penal_PARRICIDIO EN GRADO DE TENTATIVA,4
Penal_LESIONES A TITULO DE CULPA GRAVE,4
Penal_DAÑO A LAS COSAS A TITULO DE CULPA,4
Penal_CORRUPCION DE MENORES AGRAVADO Y ABUSO SEXUAL INFANTIL AGRAVADO,4
Civil_ACCIONES RELATIVAS AL ARRENDAMIENTO_RESCISIÓN_RESCISIÓN,4
Penal_SECUESTRO CON EL PROPOSITO DE OBTENER UN RESCATE,4
Familiar_VISITAS Y CONVIVENCIAS_MENOR_OTRAS,4
Familiar_ESTADO DE INTERDICCIÓN_OTRAS,4
Civil_HIPOTECARIA_OTRAS_OTRA,4
Penal_SUPLANTACIÓN DE IDENTIDAD,4
"Penal_HOMICIDIO, LESIONES Y DAÑO EN LAS COSAS A TITULO DE CULPA",4
Penal_ABUSO SEXUAL INFANTIL AGRAVADO Y VIOLENCIA INTRAFAMILIAR,4
Penal_ABUSO SEXUAL,4
Familiar_DIVORCIO_CONTENCIOSO_GUARDA Y CUSTODIA,4
Familiar_CONCUBINATO,4
Civil_ACCIÓN DE RESPONSABILIDAD CIVIL OBJETIVA_DAÑO MORAL,4
Penal_HOMICIDIO A TITULO DE CULPA Y OTRO,4
Civil_PLENARIA DE POSESION_OTRAS,4
"Penal_ROBO EQUIPARADO Y FALSIFICACION Y USO INDEBIDO DE SELLOS , MARCAS Y TROQUELES",4
Civil_ACCIÓN DE NULIDAD_NULIDAD DE CONTRATO_CANCELACIÓN EN REGISTRO PUBLICO,4
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_COMPRAVENTA,4
Familiar_DIVORCIO_INCAUSADO_LIQUIDACIÓN DE LA SOCIEDAD,3
Familiar_CONCUBINATO_OTRAS,3
Mercantil_EJECUCIÓN DE FIDEICOMISO OTORGADO EN GARANTÍA,3
Mercantil_TERCERÍAS EXCLUYENTES,3
Penal_DELITOS COMETIDOS EN LA ADMINISTRACION DE JUSTICIA Y EN OTROS RAMOS DEL PODER PUBLICO A TITULO DE DOLO,3
Penal_LESIONES Y HOMICIDIO AMBOS A TITULO DE CULPA,3
Penal_DELITOS EN MATERIA DE SECUESTRO AGRAVADO,3
Penal_SECUESTRO Y EXTORSION,3
Penal_PARRICIDIO Y HOMICIDIO CALIFICADO,3
Penal_LESIONES Y DAÑOS EN LAS COSAS,3
Penal_DAÑO EN LAS COSAS Y LESIONES,3
Familiar_GUARDIA Y CUSTODIA_MENOR,3
Penal_LESIONES DOLOSAS Y VIOLENCIA INTRAFAMILIAR,3
Civil_ACCIÓN PAULIANA,3
Civil_ACCIÓN DE NULIDAD_NULIDAD DE ESCRITURA_CANCELACIÓN EN REGISTRO PUBLICO,3
Penal_ABUSO SEXUAL AGRAVADO ,3
Familiar_PETICIÓN DE HERENCIA_OTRAS,3
Familiar_INFORMACIÓN TESTIMONIAL_OTRAS,3
Civil_ACCIONES RELATIVAS AL ARRENDAMIENTO_RESCISIÓN_PAGO,3
Civil_ACCIÓN DE NULIDAD_NULIDAD DE JUICIO CONCLUIDO,3
Civil_ACCIÓN DE CUMPLIMIENTO DE CONTRATO_MUTUO,3
Penal_LESIONES A TITULO DE CULPA Y DAÑO EN LAS COSAS ,3
Penal_DESAPARICIÓN FORZADA ,3
Civil_ACCIÓN DE INOFICIOSIDAD,3
Penal_ABOGADOS PATRONOS Y LITIGANTES,3
Penal_LESIONES Y DAÑO EN LAS COSAS CULPOSOS,3
Penal_ABUSO  SEXUAL INFANTIL  AGRAVADO Y CORRUPCION DE MENORES,3
Penal_DESOBEDIENCIA O RESISTENCIA DE PARTICULARES,3
Penal_CORRUPCION DE MENORES Y ABUSO SEXUAL INFANTIL,3
Penal_ROBO EQUIPARADO Y OTRO,3
Penal_ABUSO DE CONFIANZA EQUIPARADO,3
Penal_LESIONES Y AMENAZAS,3
Penal_DAÑO EN LAS COSAS COMETIDO A TITULO DE CULPA,3
Penal_DAÑO EN LAS COSAS Y LESIONES CULPOSAS,3
Penal_CORRUPCION DE MENORES Y OTRO,3
Penal_RESPONSABILIDAD MEDICA Y LESIONES,3
Civil_ACCIÓN RESCISIÓN DE CONTRATO_PRESTACIÓN DE SERVICIOS ,3
"Penal_ROBO CALIFICADO Y FALSIFICACION Y USO INDEBIDO DE SELLOS, MARCAS, LLAVES Y TROQUELES",3
Penal_DESVIO Y APROVECHAMIENTO INDEBIDO DE ATRIBUCIONES Y FACULTADES,3
Penal_SECUESTRO Y ASOCIACIÓN DELICTUOSA,3
Penal_TENTATIVA DE HOMICIDIO CALIFICADO Y OTRO,3
Penal_DESPOJO DE INMUEBLES Y DAÑO EN LAS COSAS,3
Penal_VIOLENCIA INTRAFAMILIAR Y LESIONES SIMPLES ,3
Penal_HOMICIDIO CALIFICADO EN SU MODALIDAD DE VENTAJA,3
Penal_DAÑO A LAS COSAS,3
Penal_HOMICIDIO SIMPLE INTENCIONAL EN GRADO DE TENTATIVA,3
Familiar_DIVORCIO_INCAUSADO_COMPENSACIÓN,3
Penal_HOMICIDIO SIMPLE INTENCIONAL Y ROBO CALIFICADO,3
"Mercantil_RECONOCIMIENTO DE FIRMA, MONTO Y CAUSA DEL ADEUDO ",3
Penal_ROBO DE INFANTE,3
Civil_HIPOTECARIA_PRESCRIPCIÓN NEGATIVA DE OBLIGACIONES DERIVADAS DE HIPOTECA_OTRA,3
Penal_ENCUBRIMIENTO,3
Penal_ROBO EQUIPARADO EN SU MODALIDAD DE USO,3
Penal_ULTRAJES A LA MORAL Y A LAS BUENAS COSTUMBRES ,3
Familiar_ADOPCIÓN_SIMPLE,3
Civil_ACREDITAR PROPIEDAD DE VEHICULO,3
Penal_VIOLENCIA FAMILIAR Y OTROS,3
Penal_HOMICIDIO A TITULO DE CULPA Y OTROS,3
Civil_ACCIÓN DE LIQUIDACIÓN,3
Mercantil_NOTIFICACIÓN JUDICIAL,3
"Penal_CORRUPCION DE MENORES, ABUSO SEXUAL INFANTIL AGRAVADO Y PROSTITUCION INFANTIL",3
Civil_ACCIÓN DE DAÑO MORAL_DAÑOS Y PERJUICIOS,3
Civil_ACCIÓN PROFORMA_INSCRIPCIÓN  EN REGISTRO PUBLICO,3
"Mercantil_CONTRATOS (COMPRAVENTA, ARRENDAMIENTO, SEGURO)_RESCISIÓN",3
Penal_LESIONES CALIFICADAS Y OTRO,3
Penal_SECUESTRO EXPRESS AGRAVADO,3
Civil_ACCIÓN DE TERMINACIÓN DE CONTRATO_OTROS,3
Penal_FALSIFICACION DE DOCUMENTOS ,3
Familiar_ESTADO DE INTERDICCIÓN_ADQUIRIDA,3
Familiar_ALIMENTOS_MENORES_OTRAS,3
Familiar_DIVORCIO_CONTENCIOSO_PATRIA POTESTAD,3
Penal_DAÑO EN LAS COSAS Y OTROS,3
Familiar_ALIMENTOS_CÓNYUGES,2
Penal_LESIONES DOLOSAS Y AMENAZAS,2
Penal_EVASION DE PRESOS ,2
Penal_SECUESTRO EN GRADO DE TENTATIVA,2
Familiar_LIQUIDACIÓN DE LA SOCIEDAD,2
Familiar_ADOPCIÓN,2
Penal_VIOLACION Y CORRUPCION DE MENORES,2
Penal_TENTATIVA DE HOMICIDIO SIMPLE,2
Civil_ACCIÓN DE PAGO DE LO INDEBIDO,2
"Mercantil_ARRENDAMIENTO (INMUEBLES, MUEBLES, FINANCIERO)_TERMINACIÓN",2
Penal_ROBO EN GRADO DE TENTATIVA,2
Penal_HOMICIDIO CULPOSO Y OTRO,2
Mercantil_INTERPELACIÓN JUDICIAL,2
Penal_ABUSO SEXUAL INFANTIL Y OTROS,2
Penal_VIOLENCIA FAMILIAR Y LESIONES DOLOSAS,2
Penal_LESIONES Y OTRO,2
Penal_HOMICIDIO Y OTRO,2
Penal_VIOLACION Y ABUSO SEXUAL INFANTIL,2
Mercantil_OPOSICIÓN A DECISIONES TOMADAS EN LA ASAMBLEA GENERAL DE ACCIONISTAS,2
Penal_ABUSO DE AUTORIDAD Y LESIONES CALIFICADAS,2
